,logP,MolWt,NumHDonors,NumHAcceptors,NumRotatableBonds,Aromaticity,Solubility,pKa,HydrogenBonding,FunctionalGroup,MolarVolume,label
0,3.9983267778870806,387,1,9,3,0.3445391067020531,186.16109721217438,3.0235622670859725,0,Amine,140.92341436003863,1
1,4.545924781756618,303,4,3,3,0.36904130080086783,7766.715133263124,1.812267085869525,0,Ketone,264.13889373068787,0
2,4.252052357808847,300,1,8,1,0.5793610506856186,2783.1513699635757,9.861642572354626,1,Carboxylic Acid,153.08593439693888,1
3,0.13660243336786393,142,4,8,3,0.6896109919231692,1323.1060307755013,8.917296164903561,0,Ester,232.13297624195718,0
4,1.5860212844558959,434,1,9,6,0.012658497380686806,1819.7301451202918,1.7714551544931791,1,Ketone,148.74255941257312,1
5,3.18791211437292,496,2,6,1,0.8766412395027434,6411.678303897108,13.672554590073037,0,Amide,122.91386218872687,0
6,0.0034690697205602694,101,2,4,6,0.3643354085512396,4331.073857222474,4.281701423178791,1,Ester,232.80465592443733,1
7,3.7317953053369344,311,2,5,8,0.6436103227961631,9414.022496050298,6.018306132360725,1,Amine,218.97763902719976,1
8,4.3439160339978065,497,0,2,9,0.12239243017990187,3659.550281696522,3.30876736013911,1,Ketone,180.29671003915414,1
9,0.3879049350664293,269,1,1,2,0.5714560805892019,8338.909434793984,11.77078821268784,0,Ketone,107.3364789667556,0
10,2.1561089189306437,242,2,9,7,0.6784595305664299,5465.103650109234,13.51338670995677,1,Alcohol,195.0558535781962,1
11,1.51410839528193,192,4,9,4,0.15743804577628684,7053.76959443019,3.772973753719176,0,Carboxylic Acid,129.74130107487713,1
12,4.734696747461256,221,0,3,9,0.9121548037592039,1687.4389544688947,4.6811980928200345,1,Ketone,171.89432820877414,1
13,1.6236735435941858,312,0,2,9,0.7574664070451129,7490.096276044009,10.184707811296402,0,Carboxylic Acid,217.2395952716438,0
14,2.904683188615429,493,2,3,9,0.5339195605726157,857.4679350761105,7.862559516175159,1,Ketone,287.8704741528351,1
15,0.045302224247645295,472,3,9,3,0.16606603591690106,6911.522777862115,2.3658773394133283,0,Alcohol,202.26239251835943,1
16,4.183013305273596,355,2,0,7,0.8655513694154501,4655.710469620467,13.072050859886012,1,Amine,138.9566054623223,1
17,0.1464320225126009,349,3,0,9,0.068625968749087,2286.0328733855117,8.944964416768812,1,Ether,289.2452610662434,1
18,2.8461593086133945,204,2,5,0,0.11517155801163581,4804.3908875854195,4.916347628620873,1,Alcohol,105.18199136070483,1
19,3.7035658542186267,413,1,9,6,0.6981742376858379,8556.92561663112,7.367440677233807,0,Amide,228.56402656826486,0
20,1.9831203104141033,329,4,3,8,0.2538608515424583,1548.0370616661403,7.503209070803838,0,Amine,152.4784229411752,1
21,0.158336153631638,454,3,1,6,0.4593178994346546,1697.0945412157419,7.8304309153143645,0,Amine,251.50202958194956,1
22,4.503603931765855,473,3,2,8,0.5389101228964761,5340.438459039442,7.464974074705668,0,Ketone,166.2446355802955,0
23,1.8303710018202373,349,0,7,6,0.4582341587372808,6252.920248567898,8.303312289649048,0,Alcohol,185.74928804605338,1
24,2.3308047454660965,207,3,5,1,0.0838936565575511,4202.57752091032,6.113585107267701,1,Aldehyde,254.08334263895097,1
25,4.065401977417048,161,1,1,4,0.7374744386284878,2664.659588667044,2.9001150372949738,0,Ester,279.56371569057893,0
26,3.3033439789993384,156,4,6,3,0.2399902077606364,672.8535937051445,9.639580419655237,1,Ketone,136.51068825450923,1
27,1.6268495040443702,350,3,1,9,0.7385316808721663,498.88149669496613,11.302324464278737,0,Ether,159.25848261239307,0
28,2.7032038142679875,231,0,0,7,0.8652907856909033,409.160209644843,11.933236640980363,0,Alcohol,100.8649553040138,0
29,0.4698193490932029,177,4,4,9,0.5363738253896737,9012.929050619003,1.2853773749173734,1,Aldehyde,271.3143205788881,1
30,2.4058489412578905,459,3,9,8,0.7063764386093888,1314.4401995637331,6.260129292877486,0,Ether,289.4256501029212,0
31,2.1414020732028267,451,1,8,8,0.036937786072455014,2951.939484103756,13.719697145151178,0,Carboxylic Acid,155.88913551443588,1
32,3.799732029891697,478,1,4,2,0.03674811705608516,9858.936965892912,1.8133202850129102,1,Alcohol,176.9110141225,1
33,3.999991278181189,387,4,0,2,0.19716228892984689,9274.819970211589,11.212203225764654,0,Ester,185.79130102813025,0
34,4.361261699083022,433,0,1,4,0.3583832914997659,429.57627210927853,2.639468361798315,0,Ketone,181.9503731333616,0
35,4.286191083855519,261,1,3,1,0.1827838452303847,5513.0846164987115,11.720309088994899,0,Ester,178.57506958399998,0
36,4.991734204530578,395,2,4,3,0.6349602695447233,6335.351436456842,9.738876886823023,1,Amide,195.17492430963375,1
37,3.5372816057758243,134,2,1,2,0.2768876169308402,542.0871502223097,10.425430147761812,1,Carboxylic Acid,130.7567180674036,1
38,3.1036482500270495,114,3,2,5,0.8457510253872802,7281.5331219600475,13.705174945499033,1,Ether,111.53600035319351,1
39,0.735882083002472,406,1,5,0,0.5606037992529497,9878.712007248088,13.21328918038958,0,Carboxylic Acid,244.7053014353769,1
40,2.3408008216118508,119,2,5,4,0.3780795332935698,4294.366376283945,4.95682927135827,1,Ester,269.31320203935877,1
