,mean_seismic_velocity,std_dev_of_seismic_velocity,num_tremors,avg_amplitude_of_largest_tremor,duration_of_largest_tremor,num_tectonic_plates_intersecting_location,avg_distance_from_epicenter_to_border_of_tectonic_plate,label
0,3.0502337419829795,0.013132599859815455,3,7.980900346530682,16.436364251888566,4,268.0674641245985,0
1,3.0889182833006275,0.08618046804557232,4,16.844492755147137,15.038510805374028,1,292.52199650259274,1
2,3.438484515914223,0.04212363646611339,4,0.4123766673313978,18.1503756046287,2,361.69478641765505,1
3,3.28988386500247,0.06557246924394963,2,16.53720470529479,10.010929663797803,4,358.2700420477408,0
4,3.011094726727173,0.08318606186723056,4,11.296837195703711,12.52413159194268,3,378.7545427802558,1
5,3.3832310187748167,0.09028112186126284,6,4.39594259510149,12.00640355703171,3,410.5477374158825,0
6,3.4188608214660756,0.018282750483435178,6,14.155454576725381,13.652043233084846,2,44.37386775403751,1
7,3.17991181784724,0.07581305736309599,4,18.893974862754476,19.200193399383267,3,358.12876441804883,1
8,3.0473038092687923,0.06059332977426029,5,12.090368977999553,13.201629587053535,4,186.1523268466489,1
9,3.314127115492201,0.05425876544208006,8,15.6996092649217,10.027856431488017,3,308.40877784224114,1
10,3.475286107000295,0.04042529916507428,7,12.368066373676516,12.413414990911097,1,260.93280751571723,1
11,3.0997520897106208,0.08823631863797794,6,16.48356018546689,18.846992150806038,4,401.1491146057974,1
12,3.016204974082778,0.061392976833738046,8,19.707431611211554,14.635461376438403,4,459.2695693216465,1
13,3.2408515955261143,0.05812048518514364,2,5.043236343365001,18.673307179853794,1,106.90775062160878,0
14,3.41764931324609,0.03276799084502846,1,19.077508468257868,16.183426772870575,4,56.550342071346236,1
15,3.3164437063537253,0.07420324022127087,1,3.3782814954406515,16.83419534983722,1,2.736951835583923,0
16,3.1792138801685406,0.019346120223110927,4,7.580200304524745,16.464456618830383,1,404.5836451191205,0
17,3.4466290149322565,0.04090521024041811,9,13.083062317464213,18.138039704639187,2,315.7052422076675,1
18,3.090493090400385,0.06515126012902107,7,8.308288798625973,15.05588786492904,2,1.4419309040737405,0
19,3.4041399173380227,0.09087468943388108,4,8.015628183149467,17.163660233459694,1,318.9043127144535,0
20,3.422173472282224,0.05052490311756957,0,16.14744938075461,10.059383190548415,1,480.5167869829762,0
21,3.1866103553782983,0.08276203985214653,7,11.80582512793475,10.883008529606773,1,63.77297884866595,1
22,3.297383265520044,0.0858986427734391,4,4.157495082879428,15.40957461255151,1,126.76685242893315,0
23,3.3390491345829147,0.01840760414796195,2,15.636378386792423,10.253698223788026,2,172.85638049631052,0
24,3.0276951652320205,0.025496868149466688,2,4.012389477066838,12.909197120055156,2,177.17151751941324,0
25,3.3638746627201424,0.08027945059068378,3,18.096531414600687,13.243293839924194,4,319.2387058524476,0
26,3.0937234909140074,0.022281114954534303,9,17.75587080069592,18.36350874102514,2,61.689648893801404,1
27,3.5123636585773226,0.03449455043083236,2,19.175664982618827,13.814581843212217,3,316.2121319607767,1
28,3.1445988200308297,0.07036004630484946,9,14.097357766097938,14.415060756215318,1,7.891787516977777,1
29,3.4581639188351803,0.07720891322776129,1,5.033701425880266,12.938264138176049,1,55.19258498959567,0
30,3.552027426261729,0.08221580952148388,0,0.28749633706061095,17.826203756260867,2,188.5014637444336,0
31,3.245367461396451,0.0881207510774802,0,8.176410575592678,19.357932916680326,3,461.15679926787635,0
32,3.412311832354899,0.026814992933302445,7,17.624027582232408,18.41573427673591,1,64.7376217072746,1
33,3.1863108554227266,0.03315866865745319,9,12.700906518349584,16.076708156316222,4,281.35706716072144,1
34,3.599407279939004,0.07273318585371083,9,6.9392418863370064,13.470787958843868,4,240.90429785013762,0
35,3.288239212627469,0.08856768676592972,1,12.050469868933302,18.80086616856939,4,285.8389194774594,0
36,3.360036107501035,0.04312613543981346,6,1.9403643211692168,13.293698129195722,4,356.79321513354574,0
37,3.322345107806293,0.0702926792523917,8,16.39350469568159,12.734008645912809,4,311.3915503199649,1
38,3.5161440869841214,0.01579601038190439,4,17.0817580062461,19.97855895741188,1,426.41007700808836,1
39,3.3045946556852512,0.013003478815151188,9,14.022016887802275,13.769992492462823,4,12.56979404843217,1
40,3.470130632119347,0.07121477315004072,6,14.462546918100369,13.703425507022544,3,328.1991530705035,1
41,3.3674091076994777,0.03789056194753841,4,7.902273313481533,19.63485184695669,3,248.15357640051266,0
42,3.4472523488334583,0.048429030339042924,7,4.105135396040698,10.788556683261058,1,63.46504335544761,1
43,3.1900588524390345,0.06452971271003734,9,11.160086719510609,18.81765450576915,4,52.74729446352089,1
44,3.311531123116324,0.0968942427357365,0,7.216299068187655,19.02706835927728,1,332.9502003351693,0
45,3.551356392026574,0.0385159792864711,5,0.16101150603134773,14.12585964124179,4,67.33741997990472,1
46,3.3037283149050958,0.03999527602801252,4,4.904827767360985,18.483932835743374,1,263.2522904837614,0
47,3.3228680958079813,0.06772698210104756,0,4.185405003960369,10.799926592846901,1,486.9747387895284,0
48,3.5590328794333868,0.0645830551616093,8,3.365802665452642,13.782502964813066,1,156.15681926993742,0
49,3.271853515975933,0.06320837273987877,6,0.48097980448304156,11.51236479668643,2,197.70150384452307,0
50,3.2883907840534565,0.010989767728606322,5,12.493304925771136,12.641401505535015,4,394.34131845288414,1
51,3.2397655615309273,0.0526406081621932,8,13.304909443100073,14.572359545098582,1,110.12310454074937,1
52,3.1197628767480836,0.03117963172885583,8,10.821487766064617,14.948693622883797,3,19.213313307828994,1
53,3.1718216805452073,0.028912793975313704,6,0.6801829999642939,12.99820034146233,1,434.7345736452518,0
54,3.151151482509325,0.047785444174944756,9,10.028182902265035,11.876257776039278,3,308.76098757162947,1
55,3.2002524159447967,0.06162651689202939,2,15.161497000131908,10.70289316040149,4,132.31019100400064,1
56,3.383511998264447,0.015314361667739739,6,9.69760674173149,18.126368172938434,4,251.6308849816945,0
57,3.3599429531118274,0.05014308336910904,3,15.73453647905135,12.606999115509225,1,87.89383766130015,0
58,3.5716453019827035,0.0300844915915508,6,17.106651313238327,16.18359420755754,4,29.488710636484285,1
59,3.5051933749890685,0.053269196623003334,0,7.379541407302106,10.319866693910146,4,291.7159828650422,0
60,3.42833750489065,0.0847507680145974,5,13.533613944715492,19.68711493201767,3,453.81502027111594,1
61,3.470799296682537,0.027196775449380095,3,9.922026184700048,19.291174666076458,2,446.0539256252081,1
62,3.544076418431456,0.042967848277654465,1,11.588646028355294,15.924404574240903,3,132.61565741984566,1
63,3.3167305092708697,0.03488410115915906,6,7.449895274918927,12.735241236729248,4,330.2195233145172,0
64,3.039866138048604,0.09956608683086214,5,10.47255631429576,11.7366924585488,1,25.856770448423163,1
65,3.3470600132918102,0.09718515727769636,9,13.053238708788905,16.496631242564096,2,282.79794009286417,1
66,3.39006635365881,0.046838430642500914,0,18.03716556764689,17.7434558677879,1,274.32743721239694,0
67,3.3193446923305725,0.06566001708907157,2,6.300275962376478,15.712249498432993,2,353.60286736927276,0
68,3.428527427841593,0.08004210288734237,4,12.689080246870832,13.862519920816395,4,91.30929961373529,1
69,3.196108783104445,0.07068564729003175,1,2.898496851506087,15.80907434039467,4,420.33177413756164,0
70,3.138671649816259,0.06007356516693451,8,11.979207787083102,17.909379899072583,4,169.20105717564527,1
71,3.0901369837662904,0.08062901286658784,6,4.459730158054578,14.640881136639862,4,438.2179426530268,0
72,3.110854026182523,0.05868490117109824,1,19.110760762166056,17.1312792964782,1,31.781953043397593,0
