,Molecular Weight,Surface Area,Number of Reactive Sites,Log Kow,Water Solubility,Log Pca,label
0,88.46941717910872,66.53343517918886,0,2.431716712145058,0.04131806868100148,1.55226703026605,0
1,363.1002066137787,68.56931123423868,3,2.9697046404649026,0.12343848860081602,1.4324687269027687,0
2,852.0928287372587,195.43335555849367,3,2.260535415099257,0.13354132782222414,0.05193722088581143,0
3,123.16883131740953,59.96751451979814,2,1.7703354075668738,0.17760162593750606,2.130186212944295,0
4,424.67628118731915,119.82763207794756,3,0.36049560766926947,0.1595895052527991,0.07230934707052894,1
5,43.36610845020861,66.98120053833223,4,1.279969080144561,0.009167577622658274,2.1118995011047894,1
6,114.01733371973732,168.7074214620539,3,2.4663173476825997,0.0043945234440021744,1.5788468822927029,1
7,200.4497233290161,61.97196566126073,4,2.6601204064960093,0.1085978591316371,0.9539920185938159,0
8,915.2680873745875,100.31734418577747,4,2.0155378771145704,0.0472227684388922,1.4672026707560406,0
9,679.7765316313277,142.849591240147,4,0.2526774502482756,0.036395286897500045,1.9572459482352964,1
10,425.97463468132656,22.023090284512257,1,1.2543079816105616,0.0013503984446732844,2.7270274760042863,0
11,389.05822376792656,23.576923320675157,3,1.7198045971520024,0.0979983773821399,0.21160804101461816,0
12,997.1284470016635,110.40951248892983,2,2.077465082669509,0.05583396061600135,2.414466118655204,0
13,782.1990752785247,191.3081552785997,3,2.6925077679357416,0.12105135525613885,0.5929798107234138,0
14,959.725451565942,110.1314910443685,3,2.5830338855284176,0.01655606370082636,2.1867430515891977,0
15,988.9598342479529,59.56512910302576,0,0.39562190180239576,0.13764424850764173,0.592417043090427,0
16,255.0797817596836,83.6844623151855,0,2.119353589089463,0.14786559462231225,1.4744522331095065,0
17,698.5100628542192,42.65959620129438,4,2.183728066148106,0.18990856618538107,2.8892839367575895,0
18,729.522281983541,81.93081509753435,3,2.847194526583232,0.018367395814279753,2.406903622285558,0
19,804.6536085028989,38.664162065848615,1,1.6708225024311907,0.07604118417204564,2.7007876923365295,0
20,722.857424656288,100.83251401722855,0,2.0072212730889585,0.12101496493247824,1.9178340272755579,0
21,738.1172913942346,158.91890188779237,0,2.6813928063058583,0.011698255680044546,1.581912638407971,0
22,268.74227542659855,199.0356425020173,1,2.645035306433984,0.009426847805629968,1.7616006274126605,1
23,482.8761726117061,92.61991490327246,2,0.8114014808388934,0.11818822705627174,2.8023067977730927,0
24,402.74123374935346,5.747163957969725,4,0.3954432211462744,0.09596327853858018,2.043278955234639,1
25,320.20025233283366,10.695566568563741,4,1.8188292129848462,0.14735756808612213,2.026438789185536,0
26,495.71776059864646,126.30311646030776,0,1.5897985192575703,0.03571821121614778,2.3502987880771755,1
27,510.11621049229603,85.7196704734301,0,2.5053614606165997,0.011071019952258277,1.8357892243680063,0
28,224.3931557293649,9.149385021633583,1,2.9479517006306186,0.04871551827378828,0.7780931296827621,0
29,411.21112311191456,93.70590105797628,1,1.6211730268040871,0.012641054678386322,2.5233121683839013,0
30,615.9117084694091,6.532584019366516,1,0.0455280429725754,0.06250610680417323,2.245117736713349,0
31,310.00326853758395,153.44192879821253,1,0.4800928014158673,0.0757487855373356,1.1199082053819769,1
32,767.9206796065445,6.302517089677084,1,1.1989389557155452,0.08322371003659886,2.3200828202926465,0
33,154.84835633873485,56.28834130496572,4,0.6400816556630856,0.038000261221115376,1.4259790501604392,1
34,747.5880854751911,25.789476447093485,4,0.1804043021086944,0.1878122214208111,0.6758561801697555,1
35,375.5953508450456,124.93910789924747,4,0.566901064494588,0.1506630584727747,1.254954766860528,1
36,116.20942440711379,55.127688063168364,2,1.0060057847122552,0.009928584613272529,2.0580925959905203,0
37,852.91527167283,177.18752350546075,3,0.7201577787801903,0.0808165325186163,1.5891210974834307,1
38,1.912096612977976,150.96365108863048,1,2.8251958627855194,0.07252360300223788,0.07441089290242053,1
39,131.52116007395188,12.794318037205855,0,1.6175619261701861,0.09314396329330597,2.1168010712680387,0
40,454.7235405501767,73.57409860874735,0,1.2546337945824177,0.0725135342733421,2.7305856938869235,0
41,134.73627239554432,2.092461804609358,4,0.4804816746748827,0.01888902473585883,0.6370350599074404,1
